MOL1	MOL2	CLASS
CCCCCCCC(O)=O	NC(=O)C1=CC=C(F)C=C1	0
C(Cc1ccncc1)c1ccncc1	OC(=O)c1ccc(C=Cc2ccc(cc2)C(O)=O)cc1	1
c1cc2cncc3ccc4cncc1c4c23	O=C1NC(=O)NC(=O)N1	1
OC(=O)c1ccc(O)cc1	NC(=O)CN1CCCC1=O	1
OC(=O)c1cc(cc(c1)N(=O)=O)N(=O)=O	BrC1=CNN=C1	1
OC(=O)c1ccccn1	N1N=Nc2ccccc12	1
CN1C=NC2=C1C(=O)N(C)C(=O)N2C	OC(=O)c1ccc(C(O)=O)c(c1)C(O)=O	1
COC(=O)c1ccncc1	Fc1c(F)c(I)c(F)c(F)c1I	1
OC(=O)c1cc(cc(c1)c1cc(cc(c1)C(O)=O)C(O)=O)C(O)=O	c1cc(ccn1)N=Nc1ccncc1	1
CN(C)c1ccc(NC(=O)NC(=O)CCc2ccccc2)cc1	CC(C)CCNC(=O)NC(=O)c1ccc(cc1)N(=O)=O	1
CCC(=O)Nc1ccc(Br)cn1	OC(=O)C=CC(O)=O	1
OC(=O)C(O)=O	OC(=O)C1=CC=CC=C1F	0
OC(=O)c1ccc(O)cc1	CN1CC[N+](C)(CC1)CC(=O)[O-]	1
NC(=O)CN1CCCC1=O	OC(=O)C=CC(O)=O	0
C1N2CN3CN1CN(C2)C3	COC(=O)c1cc(O)cc(O)c1	1
CCCCCCOc1ccc(cc1)C(=O)OCC#CC#CCOC(=O)c1ccc(OCCCCCC)cc1	Fc1c(F)c(F)c(C(=O)OCC#CC#CCOC(=O)c2c(F)c(F)c(F)c(F)c2F)c(F)c1F	1
NC(=O)N1c2ccccc2C=Cc2ccccc12	Nc1ncccn1	1
OC(=O)c1ccc(O)cc1	Cc1cc(nc(N)n1)c1cccnc1	1
NC(=O)N1c2ccccc2C=Cc2ccccc12	OC(=O)c1cccc(O)c1O	1
OOC1CCCO1	CC(C)N(C)C1CCC(C(C1)NC(C)=O)N1CCC(Nc2ncnc3ccc(cc23)C(F)(F)F)C1=O	1
Oc1ccc(O)cc1	CC(C)C1=CC(=O)C(=CC=C1)O	1
c1cc(ccn1)c1ccncc1	OC(=O)Cc1ccc(O)cc1	1
OC1(C2=CC3=C(S2)C=C(S3)C2(O)c3ccccc3c3ccccc23)c2ccccc2c2ccccc12	CC1(C)CC(N)CC(C)(C)N1[O]	1
Fc1c(F)c(I)c(F)c(F)c1I	N1C=CN=C1c1cccnc1	1
C1COCCOCCOc2ccccc2OCCOCCO1	NC(=S)c1cccnc1	1
N#CCCCCC#N	C1COCCOCCOCCOCCOCCO1	1
O=C1CN(N=CC2=CC=C(O2)N(=O)=O)C(=O)N1	c1cnc2c(c1)ccc1cccnc21	1
CN1C(=C([O-])c2ccccc2S1(=O)=O)C(=O)Nc1[nH+]cccc1	Nc1ccccc1C(O)=O	1
COc1ccc(cc1)C#CC#CC1(C)CC2(C)CC(C)(C1)C(=O)NC2=O	CC(C)C(=O)Nc1cccc(NC(=O)C(C)C)n1	1
NC(=O)c1cccnc1	CCCCCCCCCCCCCCCCC(O)=O	1
Fc1c(I)c(F)c(I)c(F)c1I	Brc1ccc2ccc3cccnc3c2n1	1
O=C1NS(=O)(=O)c2ccccc12	CN1N(C(=O)C=C1C)c1ccccc1	1
[O]n1ccc(cc1)N(=O)=O	OC(=O)c1cc(O)c(O)c(O)c1	1
c1ccc(nc1)c1ccccn1	Nc1ccc(cc1)C(O)=O	1
Cc1cc(C)nc(NS(=O)(=O)c2ccc(N)cc2)n1	OC(=O)c1ccc2ccccc2c1O	1
NC(=O)c1ccc(Br)cc1	OC(=O)CC(O)=O	1
Fc1c(F)c(I)c(F)c(F)c1I	COc1ccc(cc1)C(=O)C=Cc1ccc2ccc3cccc4ccc1c2c34	1
COC1=C(O)C=CC(=C1)C=CC(=O)CC(=O)C=CC1=CC(=C(O)C=C1)OC	OC(=O)C1=CC=C(O)C=C1	0
Cc1ccc(cc1)S(=O)(=O)Nc1ccc(NS(=O)(=O)c2ccc(C)cc2)cc1	O=C1CCCC1	1
OC(=O)c1cc(O)ccc1O	COC(=O)c1cccnc1	1
COc1cc(C)c(c(C)c1)c1cc(cc(c1)c1c(C)cc(OC)cc1C)c1cc(cc(c1)c1c(C)cc(OC)cc1C)c1c(C)cc(OC)cc1C	C1CCC2CCCCC2C1	1
Cc1cccc(c1)C(O)=O	NC(=O)c1cccnc1	1
NC(N)=O	OC(=O)C1CC(CC(C1)C(O)=O)C(O)=O	1
COc1cc(C=CC(O)=O)cc(OC)c1O	OC(=O)c1ccc(cc1Cl)N(=O)=O	1
c1ccc(cc1)c1ccccc1	CCOc1ccc(cc1)N1C(=CC=C1C1=CC=C(S1)C(C#N)=C(C#N)C#N)C1=CC=CS1	1
CC(NC1(C2Oc3c(C)cc(C)cc3C2(C)C=C(C)C1=O)c1cc(C)cc(C)c1O)c1ccc(Br)cc1	CC(NC12C3Oc4c(C)cc(C)cc4C3(C)C=C(C)C1(O)Oc1c(C)cc(C)cc21)c1ccc(Br)cc1	1
Nc1c(F)c(F)c2ccc(Cl)nc2c1F	C1COCCOCCOCCOCCOCCO1	1
N#Cc1ccncc1	OC(=O)c1ccc(O)cc1	1
N#Cc1cc(C#N)c(cc1C#N)C#N	c1ccc(cc1)C#Cc1ccccc1	1
OC(=O)CCSc1ccccc1	CN1C=NC2=C1C(=O)N(C)C(=O)N2C	1
OC1=C(O)C(=O)C1=O	N1C=CC=N1	1
CCNCC	Cc1ccc(cc1)C1=Cc2cc(cc(NS(=O)(=O)c3ccc(C)cc3)c2N1)N(=O)=O	1
CC1=CNC(=O)NC1=O	Oc1cccc(O)c1	1
CC(=O)C1=CC=C(N)C=C1	OC1=CC=C(C=C1)[N+](=O)[O-]	0
OC(=O)c1ccccc1O	CC(C)=NNC(=O)c1ccncc1	1
Fc1cc(F)cc(c1)C#CI	CN(C)c1ccncc1	1
OC(=O)CSC1=NN=C(Br)N1c1ccc(C2CC2)c2ccccc12	NC(=O)c1cccnc1	1
FC(F)(I)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)I	O=C(NCCCCCCCCNC(=O)c1cccnc1)c1cccnc1	1
O=C(NCCCCCCC#N)C(=O)NCCCCCCC#N	IC#CC#CC#CI	1
CC1=NC=C(N1CCOC(=O)c1ccccc1)N(=O)=O	Oc1ccc2ccccc2c1	1
ON=Cc1ccccc1	NC(=O)c1ccccc1	1
NC(N)=O	c1cnc2c(c1)ccc1cccnc21	1
C(Cc1ccncc1)c1ccncc1	FC(F)(I)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)I	1
OCc1ccc(CO)cc1	NC1CCCCC1N	1
c1ccc2c(c1)c1cccc3cccc2c13	Brc1c(cc(cc1N(=O)=O)N(=O)=O)N(=O)=O	1
OC(=O)C(Cc1ccc(O)cc1)NC(=O)C(c1ccccc1)(c1ccccc1)c1ccccc1	c1ccc2nccnc2c1	1
O=C([O-])C[n+]1ccccc1	Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl	1
CN1C(=O)C2=C(SC3=C(S2)C(=O)N(C)C3=O)C1=O	c1ccc2nc3ccccc3cc2c1	1
C(N1C=CN=C1C1=NC=CN1Cc1ccncc1)c1ccncc1	FC(F)(I)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)I	1
CN(C(=O)c1ccccc1)c1ccccc1N(C)C(=O)c1ccccc1	Oc1ccc2ccccc2c1c1c(O)ccc2ccccc12	1
N1C2=C(C3=NC(=C(C4=CC=C(N4)C(=C4C=CC(=N4)C(=C1C=C2)c1ncccn1)c1ncccn1)c1ncccn1)C=C3)c1ncccn1	N1C2=CC=C1C(=C1C=CC(=N1)C(=C1NC(=C(C3=NC(=C2c2ncccn2)C=C3)c2ncccn2)C=C1)c1ncccn1)c1ncccn1	1
CC1(C)N(N=O)C(C)(C)c2ccccc12	ClC1=C(Cl)C(=O)C(=C(C#N)C1=O)C#N	1
CC1=C(C=C(C=C1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]	OC1=C(C=C(C=C1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]	0
c1ccc2cc3ccccc3cc2c1	O=C1c2cc(ccc2c2c1cc(cc2N(=O)=O)N(=O)=O)N(=O)=O	1
ClC1=CNC(=O)NC1=O	Nc1ncnc2N(C=Nc12)C1OC(CO)C(O)C1O	1
[NH3+]C(C(=O)NC(C(=O)[O-])c1ccccc1)c1ccccc1	CC(C)S(=O)c1ccccc1	1
O=C1N2c3ccccc3N=C2c2cccc3cccc1c23	Oc1ccc(O)cc1	1
C1=CN(C=N1)c1ccc(cc1)c1cncnc1	Oc1cccc(O)c1	1
O=C1NC=CC=C1	CC(C)(c1ccc(O)cc1)c1ccc(O)cc1	1
C=C#N	CC(CCCCC(O)=O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C	1
NC(=O)C1=CC=NC=C1	COC1=CC=CC=C1C(O)=O	0
Nc1ccccc1C1=Nc2ccccc2S1	COC(=O)COc1ccc2C(=C(Cl)C(=O)Oc2c1)C	1
Cc1cc(O)c2C(=O)c3c(O)cc(O)cc3C(=O)c2c1	c1cc(ccn1)c1ccncc1	1
Nc1ccc(F)c(c1)N(=O)=O	CN1C=NC2=C1C(=O)N(C)C(=O)N2C	1
CC(C)C1=C(O)C=C(C)C=C1	C1=CC=C2C=CC=CC2=C1	0
C1=CC=C(C=C1)C(C1=CC=CC=C1)C1=CC=CC=C1	C1=CC=C2C=CC=CC2=C1	0
Cc1c(C)c(C)c(C)c(C)c1C	BrC1=C(Br)C(=O)C(=C(Br)C1=O)Br	1
NC(=O)N1C2=CC=CC=C2C=CC2=CC=CC=C12	CNCC(O)C(O)C(O)C(O)CO	0
N#CC(C#N)=C1C=CC(C=C1)=C(C#N)C#N	S1C=CC=C1C1=CC=C(S1)C1=CC=C(S1)C1=CC=CS1	1
CC(O)=CC(C)=O	CC1(C)OC(C(O1)C(O)(c1ccccc1)c1ccccc1)C(O)(c1ccccc1)c1ccccc1	1
CC(NC(=O)c1ccccc1C(F)(F)F)c1ccccc1	CC(NC(=O)c1ccccc1I)c1ccccc1	1
CN(C)c1ncnc2NC=Nc12	IC(I)=C(I)I	1
N#CCCCC#N	NC(N)=O	1
COc1cccc(C)c1	C(CNC1(c2ccccc2)c2ccccc2Sc2ccccc12)NC1(c2ccccc2)c2ccccc2Sc2ccccc12	1
C1COCCOCCOc2ccccc2OCCOCCO1	CS(=O)(=O)NS(C)(=O)=O	1
c1cc(ccn1)C=Cc1ccncc1	OC(=O)C=CC=CC(O)=O	1
c1ccc2nc3ccccc3cc2c1	COc1ccc(cc1)C1(O)c2ccccc2Oc2ccccc12	1
c1cc(ccn1)c1ccncc1	Oc1cc2Cc3cc(O)c(O)cc3Cc3cc(O)c(O)cc3Cc2cc1O	1
Oc1ccc(cc1Br)C12CC3CC(C1)CC(C3)(C2)c1ccc(O)c(Br)c1	c1cc(ccn1)C=Cc1ccncc1	1
CCOC(=O)Nc1ccc(NCc2ccc(F)cc2)cc1N	OC(=O)c1cc(O)c(O)c(O)c1	1
Cc1ccncc1	O=C1CCC(=O)N1	1
NC(=O)c1ccncc1	Oc1ccc(cc1)C1CC(=O)c2c(O)cc(O)cc2O1	1
OC(=O)CCSCCC(O)=O	NC1=CC=C(C=C1)C(O)=O	0
Nc1ccc(cc1)C(O)=O	NC(=O)c1ccccc1O	1
CS(N)(=O)=O	C1COCCOCCOCCOCCOCCO1	1
Nc1ccc(cc1)C(O)=O	NS(=O)(=O)c1cc(C(O)=O)c(NCC2=CC=CO2)cc1Cl	1
Cc1cc2N=CN(Cc3ccc(Br)cc3)c2cc1C	IC#Cc1ccc(I)cc1	1
CCCCNC(=O)CC(O)C(=O)NCCCC	CCCCNC(=O)C(O)C(O)C(=O)NCCCC	1
CCOC(=O)NC(=S)Nc1ccccc1NC(=S)NC(=O)OCC	C(Cc1ccncc1)c1ccncc1	1
COC	Nc1ncc2CC(CCc2n1)(C#N)c1ncnc2SC3=C(CCCC3)c12	1
OC(C#C)(c1ccccc1)c1ccccc1Cl	CN1CCN(C)CC1	1
C1N2CN3CN1CN(C2)C3	Oc1ccc(O)cc1	1
Oc1ccc2ccccc2c1Cc1c(O)ccc2ccccc12	CC1(C)COP(=O)OC1	1
Oc1ccc2ccccc2c1	CC12CCC(O)CC1CCC1C2CCC2(C)C1CCC2=O	1
NC(N)=O	N#CCCCCCC#N	1
COc1cc(C=O)ccc1O	O=C1CC(=O)NC(=O)N1	1
CC(CCC(O)=O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C	Nc1ccc(F)c(F)c1	1
Clc1ccc(cc1)S(=O)(=O)NS(=O)(=O)c1ccc(Cl)cc1	CN(C)C(=O)N(C)C	1
Oc1ccc(cc1)C1(CCC(CC1)(c1ccc(O)cc1)c1ccc(O)cc1)c1ccc(O)cc1	Oc1ccccc1	1
Fc1c(F)c(I)c(F)c(F)c1I	c1ccc(nc1)c1cc(ccn1)c1cc2ccccc2c2ccccc12	1
IC#Cc1cccc(c1)C#CI	c1ccnnc1	1
CN1C=CC(=S)NC1=O	CN1C=Nc2c(N)ncnc12	1
COc1ccc(cc1)C(O)=O	Cc1cc(Cl)nc(N)n1	1
OC(=O)c1ccc(cc1)N(=O)=O	Nc1cccc(c1)C(O)=O	1
Cc1cc(nc(N)n1)c1cccnc1	OC(=O)c1c(F)c(F)c(I)c(F)c1F	1
c1cc(ccn1)c1ccncc1	Oc1ccc2ccccc2c1c1c(O)ccc2ccccc12	1
N1c2ccccc2C2=C1c1ccccc1S2	N#CC(C#N)=C(C#N)C#N	1
NC(N)=O	N#Cc1ccc(C=Cc2ccncc2)cc1	1
COc1ccc(C=CC=O)cc1	Nc1ccc(cc1N(=O)=O)N(=O)=O	1
O=C1NS(=O)(=O)c2ccccc12	CCOc1ccccc1C(N)=O	1
N#Cc1ccncc1	OC(=O)CNc1ccccc1C(O)=O	1
FC1=C(F)C(C(=C(F)C1=C(C#N)C#N)F)=C(C#N)C#N	COc1c(OC)c2cccc3c(OC)c(OC)c4cccc1c4c23	1
c1cc(ccn1)c1ccncc1	OC(=O)C1CCC(CC1)CN1C(=O)c2ccccc2C1=O	1
c1ccc2c(c1)c1ccccc1C2=C1c2ccccc2c2ccccc12	c1cc2ccc3cccc4ccc(c1)c2c34	1
CC1=CC(=NC#N)C(=CC1=NC#N)C	N1c2ccccc2C2=C1c1ccccc1N2	1
CC1=CC(=O)c2ccccc2C1=O	Fc1c(F)c(Br)c(F)c(F)c1Br	1
CCOC(=O)C(C)O	[NH3+]C(C(=O)NC(C(=O)[O-])c1ccccc1)c1cccc2ccccc12	1
OC(=O)C(OC(=O)c1ccccc1)C(OC(=O)c1ccccc1)C(O)=O	COc1ccc2CCC3C(C3c2c1)c1ccncc1	1
NC(=O)c1ccncc1	Oc1cc(O)c2C(=O)C=C(Oc2c1)c1ccc(O)c(O)c1	1
[O-][n+]1ccc(cc1)c1cc[n+]([O-])cc1	COc1cc(C=CC(O)=CC(=O)C=Cc2ccc(O)c(OC)c2)ccc1O	1
OC(=O)c1ccc(F)cc1	c1ccc2nc3ccccc3cc2c1	1
Fc1ccc(cc1)C(=O)Cc1cccc2N=NNc12	Fc1ccc(cc1)C(=O)Cc1cccc2NN=Nc12	1
CC(C)CCCC(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C	CC(C)C(C)C=CC(C)C1CCC2C(CCCC12C)=CC=C1CC(O)CCC1=C	1
OC(=O)CCCCCC(O)=O	O=C1NC=CC=C1	1
OC1=CC=C(O)C=C1	OC(=O)C1=CC(=CC=C1)F	0
N(c1cccc(Nc2ccccn2)c1)c1ccccn1	OC(=O)CCCCCCCCC(O)=O	1
Cc1ccnc(N)n1	OC(=O)c1ccccc1Cl	1
CN(C)c1ccncc1	Fc1ccc(I)c(F)c1F	1
CN1C(=C(O)C2=CC=CC=C2S1(=O)=O)C(=O)NC1=CC=CC=N1	COC1=C(O)C=CC(=C1)C=O	0
OC1=C(Cl)C(=O)C(=C(Cl)C1=O)O	CN1CCN(CC1)C1=Nc2cc(Cl)ccc2Nc2ccccc12	1
Cc1ccc2ccc(C)nc2n1	NC(N)=S	1
C1COCCOc2ccccc2OCCOCCO1	NC1=NON=C1N	1
c1ccc2cc3ccccc3cc2c1	OC(=O)C(N1C(=O)c2cc3C(=O)N(C(C(O)=O)c4ccccc4)C(=O)c3cc2C1=O)c1ccccc1	1
CC1SC2=C(SC1C)SC(S2)=C1SC2=C(SC(C)C(C)S2)S1	N#CC(C#N)=C1C=CC(C=C1)=C(C#N)C#N	1
OC(=O)c1cc(cc(c1)N(=O)=O)N(=O)=O	S1C=Cc2c1ccc1Sc3ccc4SC=Cc4c3c21	1
NC(=O)C=Cc1ccccc1	OC(=O)c1c(Cl)c(Cl)c(Cl)c(Cl)c1C(O)=O	1
C1CNCCN1	Oc1ccc(cc1)C=Cc1cc(O)cc(O)c1	1
Oc1ccc(cc1)c1ccc(cc1)c1ccc(O)cc1	Nc1ccc(Oc2ccc(N)cc2)cc1	1
NC(=O)c1ccc(O)cc1	Cc1[nH+]c(nc(C)c1)[N-]S(=O)(=O)c1ccc(N)cc1	1
CC1(C)OC(C(O1)C(O)(c1ccccc1)c1ccccc1)C(O)(c1ccccc1)c1ccccc1	CCCN(CCC)CCC	1
NC1=Nc2ccc(Br)cc2S1	OC(=O)c1ccc(cc1)N(=O)=O	1
COC(=O)c1ccncc1	IN1C(=O)CCC1=O	1
Fc1c(F)c(I)c(F)c(I)c1F	c1ccc2cnccc2c1	1
OC1(c2ccccc2)c2ccccc2C(O)(c2ccccc2)c2ccccc12	CC1CCC(=O)CC1	1
[O-][n+]1ccccc1SSc1cccc[n+]1[O-]	CC1=C(SC(=S)N1O)SC1=C(C)N(O)C(=S)S1	1
CC(C)CCCC(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C	CC(C)CCCC(C)C1CCC2C(CCCC12C)=CC=C1CC(O)CCC1=C	1
N#Cc1cc(C#N)c(cc1C#N)C#N	c1cc2ccc3ccc4ccc5ccc6ccc1c1c2c3c4c5c61	1
CC(N)C(C)N	OC1CC(Br)C(Br)CC1O	1
C1=NC=CC(=C1)C1=CC=NC=C1	COC1=CC=CC(=C1)C(N)=O	0
c1cc(ccn1)c1ccncc1	OC(=O)c1cc(O)c(Br)c(O)c1	1
OC1=CC=C(C=C1)C1=CC=CC=C1	NC1=CC=C(C=C1)[N+](=O)[O-]	0
OC(=O)c1cccnc1Nc1cccc(c1)C(F)(F)F	O=C1NC=CC=C1	1
COc1ccc(cc1O)C1CC(=O)c2c(O)cc(O)cc2O1	NC(=O)c1cccnc1	1
Fc1cc(F)c(F)c(Br)c1F	c1cc(ccn1)C#Cc1ccncc1	1
c1cc(ccn1)C=Cc1ccncc1	Fc1c(F)c(NC(=O)c2c(F)c(F)c(I)c(F)c2F)c(F)c(F)c1Br	1
[NH3+]C(C(C)O)C(=O)NC(C(=O)[O-])c1ccccc1	OC1CCCCC1	1
CCCOc1ccc(cc1)C(O)=O	c1cc(ccn1)C=Cc1ccncc1	1
CCOc1ccc(cc1)C(O)=O	C1CN(CCN1c1ccncc1)c1ccncc1	1
CC1(C)OC(C(O1)C(O)(c1ccccc1)c1ccccc1)C(O)(c1ccccc1)c1ccccc1	CCCP1(=O)CC=C(C)C1	1
NC(=O)C1=CN=CC=C1	COC1=CC=C(C=C1)C(O)=O	0
CC(C)(O)C(C)(C)O	OC(C(OP(O)(O)=O)c1ccccc1)(c1ccccc1)C(O)(C(F)(F)F)C(F)(F)F	1
O=C1NCc2ccc(Oc3ccc(CNC(=O)NCc4ccc(Oc5ccc(CN1)cc5)cc4)cc3)cc2	OC(=O)C(Cl)Cl	1
ClC1=CC=C(Br)C=C1	N#CCCC#N	0
C(N1C=CN=C1)c1ccc(CN2C=CN=C2)cc1	OC(=O)C1CCC(CC1)C(O)=O	1
O=C1CCC=C1	OC1(c2ccccc2c2ccccc12)c1ccccc1c1ccccc1C1(O)c2ccccc2c2ccccc12	1
NC(N)=NS(=O)(=O)c1ccc(N)cc1	CN1N(C(=O)C=C1C)c1ccccc1	1
OC(=O)CCCCC(O)=O	O=C1CN(CC2N1CCc1ccccc21)C(=O)C1CCCCC1	1
OC1=CC=CC2=CC=CC=C12	OC1=CC2=CC=CC=C2C=C1	0
CC(CC(=O)[O-])[P+](C1CCCCC1)(C1CCCCC1)C1CCCCC1	CC=CC(O)=O	1
c1ccc2nc3ccccc3cc2c1	Oc1ccc(Br)cc1	1
OC(=O)c1cccc(O)c1	c1cc(ccn1)c1ccncc1	1
CC(C)OC(=O)NNC(=O)OC(C)C	O=P(c1ccccc1)(c1ccccc1)c1ccccc1	1
CN1C=NC2=C1C(=O)N(C)C(=O)N2C	OC(=O)Cc1ccccc1	1
OCC1CCCCC1NCc1ccccc1	OC(=O)C1C2CC(C=C2)C1NC(=O)c1ccccc1	1
OC(=O)CCCCCCCC(O)=O	O=C(Nc1ccccn1)c1cccnc1	1
C1CN2CCN1CC2	IC#CI	1
Fc1c(F)c(I)c(F)c(F)c1I	COC(=O)c1ccc(C)cc1	1
CC12CCC3C(CCc4cc(O)ccc34)C1CCC2O	c1cc2ccc3cccc4ccc(c1)c2c34	1
NC(=O)c1cnccn1	COc1cc(ccc1O)C(O)=O	1
CCCOc1ccc(cc1)C(O)=O	c1cc(ccn1)c1ccncc1	1
O=C1CC(=O)NC(=S)N1	OC1=CC(=O)NC(=S)N1	1
O=C1NC(=O)C(=O)N1	CCN1C=Nc2c(N)ncnc12	1
OC(=O)c1ccc(cc1)N(=O)=O	CCc1cccnc1	1
NC(=O)c1ccc(cc1)N(=O)=O	COc1cccc(C=Nc2ccc(cc2)C(O)=O)c1O	1
CC12CCC3C(CCc4cc(O)ccc34)C1CCC2O	Cc1ccc2ccccc2c1C	1
OC(=O)C(Cl)(Cl)Cl	[NH3+]C(Cc1ccccc1)C(=O)NCC(=O)[O-]	1
OC(=O)c1ccccc1O	CN1C=NC2=C1C(=O)N(C)C(=O)N2C	1
Cc1ccncc1	OC(=O)CCCCC(O)=O	1
CC(=O)NC1=CC=C(O)C=C1	OC1=CC(=CC=C1)O	0
Cc1ccc(O)cc1	CC(C)N(C(C)C)C(=O)C=CC(=O)N(C(C)C)C(C)C	1
COC(=O)C1C(C(C1c1cccnc1)C(=O)OC)c1cccnc1	Oc1cc(O)c(I)cc1I	1
NC(=O)c1ccncc1	OC(=O)c1cccc(c1)N(=O)=O	1
C1N2CN3CN1CN(C2)C3	NC(=S)C(N)=S	1
CC12CCC3C(CCC4=C3C=CC(=C4)O)C1CCC2O	CN1C(=O)N(C)C2=C(NC=N2)C1=O	0
OC(=O)CCCC(O)=O	NC1=NC2=C(N=CN2COCCO)C(=O)N1	1
FC(F)(I)C(F)(F)C(F)(F)C(F)(F)I	c1cc(ccn1)C=Cc1ccncc1	1
OC(C1OC2(CCCCC2)OC1C(O)(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1	CCP1(=O)CC=C(C)C1	1
CC(=O)N1C=CN(C(C)=O)C(=C1C)C	NC(N)=S	1
CC(=O)NC1=NN=C(S1)S(N)(=O)=O	OC(=O)c1ccc(O)cc1	1
NC(=O)c1cnccn1	OC(=O)c1ccc(cc1)N(=O)=O	1
OC1(CC(C(C(C1N(=O)=O)c1ccccc1)N(=O)=O)c1ccccc1)c1ccccc1	OC(=O)c1ccc(Br)cc1	1
BrC(Br)=C=C=C(Br)Br	c1ccc2nc3ccccc3nc2c1	1
Nc1ccc(cc1)S(N)(=O)=O	CC(=O)N1CCOCC1	1
c1ccc(cc1)c1ccncc1	CC1=CC(=NO1)NS(=O)(=O)c1ccc(N)cc1	1
OCC(O)C1OC(=O)C(=C1O)O	OC(=O)C1=CC(=CC=C1)[N+](=O)[O-]	0
CN(C)c1ccncc1	Fc1ccc(I)c(F)c1	1
OC(=O)CCCCC(O)=O	NC(N)=O	1
Nc1cccnc1Cl	OC(=O)c1ccc(cc1Cl)N(=O)=O	1
NC(=O)c1ccccn1	OC(=O)CCCCC(O)=O	1
OC(=O)C(O)=O	OC(=O)C1=CC=CC=C1O	0
OC(=O)c1cc(cc(c1)N(=O)=O)N(=O)=O	CN(C)c1ccc(C=O)cc1	1
OC(C(O)C(O)=O)C(O)=O	O=C1NCCN1	1
O=C(NCCCCC#N)C(=O)NCCCCC#N	IC#CC#CI	1
CNC=O	OC(c1ccccc1)C(O)(c1ccccc1)c1ccccc1	1
C1Cc2cccc3cccc1c23	N#CC(C#N)=C1C=CC(C=C1)=C(C#N)C#N	1
Oc1ccc(O)cc1	N1N=C(N=C1c1ccccn1)c1ccccn1	1
O=C1CCCC(=C1)NCc1ccncc1	OC(=O)CCC#CC#CC#CCCC(O)=O	1
Cc1ccccc1C(O)(C1OC(C)(C)OC1C(O)(c1ccccc1C)c1ccccc1C)c1ccccc1C	CC1=CC(=O)C2CC1C2(C)C	1
c1ccc2cc3ccccc3cc2c1	Clc1c(Cl)c(Cl)c(C#N)c(C#N)c1Cl	1
Nc1ccc2ccc3c(N)ccc4ccc1c2c34	BrC1=C(Br)C(=O)C(=C(Br)C1=O)Br	1
S1C=Cc2c1c1SC=Cc1c1nc3ccccc3nc21	N#CC(C#N)=C1C=CC(C=C1)=C(C#N)C#N	1
NC(=O)C1=CN=CC=C1	CC(=O)NC1=CC=CC=C1	0
C1N2CN3CN1CN(C2)C3	Oc1ccccc1	1
Oc1ccc2ccccc2c1	COc1ccc(cc1)C1=NN(C(C1)c1ccc2ccc3cccc4ccc1c2c34)C(C)=O	1
OC(=O)CCCC(O)=O	CC(CCCC(O)=O)CC(O)=O	0
C#Cc1ccccc1	CC(CCC(O)=O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C	1
OC(C#CC#CC(O)(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1	CC1CC(C)CC(O)C1	1
OC(=O)c1ccc(O)cc1O	CCOc1ccccc1C(N)=O	1
O=N(=O)C1=NNC=N1	C1COCCOc2cc3ccccc3cc2OCCOCCO1	1
O=C1Nc2c(cc(cc2N(=O)=O)N(=O)=O)c2ccc(cc12)N(=O)=O	CN(C)P(=O)(N(C)C)N(C)C	1
Cc1cc(cc(C)c1N)c1cc(C)c(N)c(C)c1	FC1=C(F)C(=O)C(=C(F)C1=O)F	1
CN(C)C1=C(C)N(C)N(C2=CC=CC=C2)C1=O	CCOC1=CC=C(NC(C)=O)C=C1	0
CC(O)C(=O)NNC(=O)C(C)O	CC(O)C1=NN=C(C(C)O)N1N	1
COc1ccc(Cl)cc1C(=O)NCCc1ccc(cc1)S(=O)(=O)NC(=O)NC1CCCCC1	OC(=O)c1cccnc1	1
CC(CCC(O)=O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C	Cc1ccccc1N	1
N1C=CC2=CC=CC=C12	CC1=CC2=CC=CC=C2N1	0
CC(CCC(N)=O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C	CC1CCC(=O)CC1	1
N#CCC#N	COc1c2COCc3cccc(COCc4cc(C)cc(c4OC)c4cc(C)cc(c4OC)c1cc(C)c2)n3	1
NC(=O)c1ccncc1	OC(=O)c1ccc(F)c(F)c1F	1
OC(=O)c1ccccc1O	CN1C(=O)N(C)C2=C(NC=N2)C1=O	1
OC(C(O)C(O)=O)C(O)=O	OC1C[NH2+]C(C1)C(=O)[O-]	1
Cc1ccncc1	Cc1ccc(cc1)C(O)(C1OC(C)(C)OC1C(O)(c1ccc(C)cc1)c1ccc(C)cc1)c1ccc(C)cc1	1
